1.77,35.444,1.226,80.775
1.78,37.508,1.2918,83.028
1.965,39.148,2.802,75.67
1.795,36.877,1.3829,79.487
1.865,37.495,1.3434,77.242
1.855,37.374,1.3074,78.953
1.805,36.528,1.014,81.042
1.835,38.427,1.0758,79.301
1.83,39.944,1.1612,80.466
1.97,43.916,1.2441,80.863
1.9,38.514,1.4835,79.114
1.845,38.051,1.1918,79.743
1.77,37.991,1.1642,82.728
1.82,34.952,1.5295,76.017
1.87,36.579,1.4711,78.046
1.725,32.938,1.0892,79.005
1.855,39.64,1.2269,81.555
1.98,42.39,1.7344,79.614
1.91,38.528,1.6203,77.121
0.875,18.579,0.48953,57.463
1.805,37.84,1.1965,82.358
1.865,41.961,1.3683,83.535
1.87,36.221,1.7718,76.049
1.89,38.089,1.5246,77.913
1.88,41.108,1.511,81.834
1.96,42.013,1.3404,79.042
2.07,42.248,2.9541,73.147
2.44,54.813,3.3244,70.208
1.305,32.356,1.0612,88.696
1.95,40.07,2.0045,79.188
1.76,34.547,1.2109,74.159
1.495,34.927,1.0168,79.319
2.185,49.824,1.902,71.637
2.005,41.658,1.8447,76.63
1.825,38.111,1.4612,79.741
1.965,39.267,1.7678,77.487
1.785,35.839,1.0887,78.727
1.705,30.592,1.0555,76.109
2.21,51.954,101.72,82.985
1.61,41.966,1.5141,72.793
1.8,36.888,1.1533,78.837
1.18,41.952,0.37307,85.111
1.515,46.705,1.682,113.13
1.135,38.131,0.36615,76.196
1.425,36.24,2.9307,105.87
0.85,38.981,0.23146,91.346
0.905,36.738,0.24452,82.775
1.405,38.017,1.8528,103.03
0.73,34.831,0.21677,88.305
0.84,20.669,0.54341,94.69
1.225,25.563,3.7398,107.84
0.635,25.417,0.23021,96.853
1.08,23.915,1.7063,103.44
0.91,35.074,0.29298,85.797
1.185,30.449,1.7958,104.12
0.62,29.647,0.1569,92.629
1.155,29.942,1.5286,107.84
0.48,25.384,0.13409,103.01
1.25,31.158,2.078,113.08
0.555,13.452,0.20811,78.865
0.925,32.895,0.28416,75.699
1.49,41.202,3.1519,116.14
0.82,28.85,0.33602,80.485
0.355,27.214,0.067285,106.62
0.715,19.221,0.33824,91.442
1.165,24.8,2.25,101.34
0.26,9.8581,0.12872,61.124
0.71,26.732,0.2574,78.893
1.48,38.665,3.0517,107.22
0.745,9.6152,0.47265,62.464
0.63,14.599,0.4951,86.644
1.1,18.696,3.8095,104.03
0.605,20.591,0.17402,70.74
1.205,25.866,1.7815,97.291
0.58,28.613,0.19255,84.78
1.15,24.457,2.9155,106.04
0.8,10.469,0.50071,69.195
0.51,25.823,0.15829,93.408
1.275,29.334,1.9319,104.59
0.6,30.06,0.1819,86.662
0.43,28.519,0.099255,102.85
1.105,22.15,2.0375,102.2
0.515,19.209,0.20182,91.123
0.23,19.685,0.045894,115.62
1.29,28.629,2.0865,106.15
0.9,10.861,1.3139,81.69
1.02,20.15,3.2004,116.15
1.285,23.204,8.0204,105.46
0.1,18.837,0.013632,142.47
1.075,24.169,1.3456,102.45
1.01,14.424,2.4785,84.052
0.5,7.7649,0.42516,89.361
1.085,21.693,4.4941,122.23
1.12,18.963,2.7908,104.25
1.25,27.978,3.3198,123.27
1.26,29.279,3.5302,125.36
0.455,12.755,0.20166,100.09
1.1,24.303,1.6393,104.29
0.285,14.408,0.089738,113.83
1.16,21.66,1.3804,94.589
0.69,33.976,0.14671,88.582
0.99,45.844,0.19522,80.817
1.07,35.518,0.27311,70.87
0.855,42.069,0.17271,80.159
1.13,42.346,0.2661,69.78
0.825,62.326,0.11485,87.073
0.97,54.096,0.17147,80.197
0.735,37.237,0.135,84.614
0.945,37.066,0.26033,71.994
0.775,45.483,0.12017,83.597
0.865,34.267,0.21188,79.738
1.775,63.237,2.2836,124.23
0.885,37.253,0.20628,77.592
0.98,32.894,0.29306,71.198
0.85,40.968,0.26868,86.873
0.335,54.242,0.04268,110.43
1.26,36.455,1.3896,110.3
0.515,37.719,0.13085,92.558
0.34,28.333,0.060263,107.62
0.995,33.911,1.1046,134.89
0.315,24.877,0.06027,95.686
0.235,25.214,0.053641,102.06
0.345,21.091,0.092408,97.568
0.26,24.434,0.080534,89.013
0.385,13.808,0.1738,90.488
0.585,9.3693,0.37136,81.816
0.64,7.6457,0.85744,81.063
0.875,12.277,1.2777,91.335
0.915,13.563,1.3285,92.736
0.885,13.818,0.91125,90.59
0.88,12.863,1.172,94.89
1.15,19.21,1.929,93.63
0.96,17.739,0.78637,94.405
1.29,21.262,1.6564,86.313
0.335,27.186,0.0915,92.623
1.41,27.337,2.4171,88.087
1.52,33.214,3.6179,97.497
1.58,32.955,2.2933,92.06
1.435,26.064,2.6671,90.783
1.53,37.636,3.384,107.5
1.465,26.97,3.8161,90.69
1.57,30.244,9.5416,87.847
0.925,9.2771,1.1388,63.092
1.32,23.759,3.7047,91.847
1.515,35.094,4.75,101.61
1.45,26.218,1.9388,79.182
0.915,13.862,0.55534,50.618
0.92,15.577,0.69245,76.489
0.62,27.834,0.24655,92.156
1.795,37.033,3.2068,81.846
